Record_ID,First_Name,Last_Name,Date_of_Birth,NIN,Phone_Number,Label
SIM_33193,Grace,Chukwu,1973-05-01,11929557828,+2348075099751,Anomaly_Exact
SIM_74293,Stephen,Ojo,1948-05-06,59427080308,+2349130475267,Anomaly_Exact
SIM_10594,Grace,Oyekan,1948-12-09,41727614483,+2348044050760,Normal
SIM_10665,Joseph,Obasanjo,1995-05-29,70882841384,+2347098901994,Normal
SIM_24799,Michael,Balogun,1962-05-31,88701236531,+2348044131605,Anomaly_Identity_Mismatch
SIM_10404,Sarah,Obasanjo,1991-10-10,30924256048,+2349068029511,Normal
SIM_10490,Esther,Olawale,2006-07-28,21431367138,+2348121965386,Normal
SIM_10573,Mary,Eze,1975-04-21,53746112624,+2349187800886,Normal
SIM_10115,Mary,Balogun,1959-04-11,12288505354,+2348001528899,Normal
SIM_21804,Peace,Okonkwo,1951-09-22,62981161165,+2348185943319,Anomaly_NIN
SIM_89581,Nathaniel,Ojo,07-03-2002,36317215099,+2349007286917,Anomaly_Format
SIM_10546,Hope,Ojo,1957-05-01,69672825217,+2349190645619,Normal
SIM_59201,Ruth,Akinwale,1993-11-02,18068943609,+2349001860092,Anomaly_Exact
SIM_30863,Benjamin,Chukwu,1983-05-09,52317794045,+2349017272405,Anomaly_Exact
SIM_10235,Grace,Adetokunbo,1964-04-24,83554316527,+2347042814038,Normal
SIM_10055,Gloria,Oyekan,1958-11-29,51707998461,+2349164732590,Normal
SIM_33449,Comfort,Obasanjo,2003-04-19,66527929437,+2347039913678,Anomaly_Identity_Mismatch
SIM_10129,Joseph,Eze,1963-05-17,46210248046,+2347063087602,Normal
SIM_67578,Peace,Ekwueme,1973-09-02,96855571408,+2348002811255,Anomaly_Exact
SIM_87163,Pteer,Ogunley,1972-09-04,35334022748,+2348008734437,Anomaly_Fuzzy
SIM_10118,Cornelius,Ekwueme,1966-11-22,24158147284,+2349068917374,Normal
